"Identificação do post","Identificação da conta","Nome de usuário da conta","Nome da conta",Descrição,"Duração (s)","Horário de publicação","Link permanente","Tipo de post","Comentário de dados",Data,Visualizações,Alcance,Curtidas,Compartilhamentos,"Visitas ao perfil",Respostas,Navegação,Seguimentos,"Toques em figurinhas","Cliques no link"
18087482200781320,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de Ouvido Sem Fio QCY MeloBuds Neo BH24QT31A com ENC - Preto U$ 15.00 - R$ 81.30
 preço sujeito a alteração  Os QCY MeloBuds Neo oferecem som de alta qualidade com cancelamento de ruído, controles por toque, display de bateria e até 7 horas de autonomia, ideais para o uso diário",11,"11/10/2025 04:39",https://www.instagram.com/stories/megaeletronicosoficialpy/3762780035854983155,"Story do Instagram",,Total,7687,6683,12,4,5,1,7028,1,,
18534114322007975,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Qualidade, ótimos preços e designs lindos 
confere tudo nos próximos stories! ⭐️⭐️⭐️⭐️⭐️",13,"11/10/2025 04:27",https://www.instagram.com/stories/megaeletronicosoficialpy/3762774427953103058,"Story do Instagram",,Total,7578,6696,22,1,14,4,7041,1,,
17985686261916639,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,35,"11/10/2025 04:22",https://www.instagram.com/stories/megaeletronicosoficialpy/3762771598551150450,"Story do Instagram",,Total,8420,7227,22,13,35,4,7640,3,,
17950397790025951,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/09/2025 05:51",https://www.instagram.com/stories/megaeletronicosoficialpy/3762091740561005466,"Story do Instagram",,Total,9806,8407,16,7,96,3,8989,,,
17934962894984265,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Movimento hoje não parou por aqui 🔥 🔥",12,"11/08/2025 08:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3761434107424362666,"Story do Instagram",,Total,5575,4957,18,7,41,4,5277,,,
17845823274585713,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Degustações da mão de 
@groupelectrobras.py  @mondialpy 🔥 🔥",14,"11/08/2025 07:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3761416039428097779,"Story do Instagram",,Total,5307,4626,14,2,11,1,5053,,7,
17899281102326500,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Competição de canto aqui na Mega! @megaelectronicosparaguay  @megaelectronicosparaguay",29,"11/08/2025 07:17",https://www.instagram.com/stories/megaeletronicosoficialpy/3761410316207982950,"Story do Instagram",,Total,7242,6198,20,2,4,1,4968,,,
18172859794371329,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,19,"11/08/2025 06:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3761389984269073055,"Story do Instagram",,Total,4933,4291,22,9,5,4,4754,,16,
18046429475426647,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/08/2025 06:36",https://www.instagram.com/stories/megaeletronicosoficialpy/3761389651862078473,"Story do Instagram",,Total,5013,4340,12,3,7,0,4838,,2,
18218182603307998,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/08/2025 06:35",https://www.instagram.com/stories/megaeletronicosoficialpy/3761388782718377199,"Story do Instagram",,Total,5119,4425,20,3,4,5,4973,2,2,
18035091020710323,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Vem pra festar com nós nesse incrível Sábado 
🥳🥳🥳 @megaelectronicosparaguay",24,"11/08/2025 06:31",https://www.instagram.com/stories/megaeletronicosoficialpy/3761386924893401652,"Story do Instagram",,Total,5232,4460,19,10,2,2,4988,,,
18301543324265501,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Esperamos vocês hoje até as 15:00 hs 😍🥳🥳",8,"11/08/2025 06:16",https://www.instagram.com/stories/megaeletronicosoficialpy/3761379547397839917,"Story do Instagram",,Total,5455,4541,13,0,11,0,5072,,,
17906117067267179,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,9,"11/08/2025 06:11",https://www.instagram.com/stories/megaeletronicosoficialpy/3761376713382153711,"Story do Instagram",,Total,5501,4569,11,29,6,0,4867,,,
17991648170722516,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Fone de Ouvido Sem  Fio Audisat X1 Pro  com ENC  U$ 4.99 - R$ 27.49",12,"11/08/2025 06:10",https://www.instagram.com/stories/megaeletronicosoficialpy/3761376407961280076,"Story do Instagram",,Total,5261,4616,13,12,,2,4882,,,
18395696362125760,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/08/2025 06:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3761374125932745966,"Story do Instagram",,Total,5300,4607,11,0,2,1,5176,,,
18081850232514166,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/08/2025 06:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3761374126041849074,"Story do Instagram",,Total,5464,4674,14,3,2,0,5295,,,
18085423727487504,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,15,"11/08/2025 06:05",https://www.instagram.com/stories/megaeletronicosoficialpy/3761374055921452000,"Story do Instagram",,Total,5672,4785,11,2,3,1,5424,,,
17976928976951670,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 10.90-R$ 59.30 Relógio Audisat X5 Pro com Bluetooth - Cinza Valor sujeito a alterações  monitora frequência cardíaca, oxigenação, sono e até 20 esportes",15,"11/08/2025 05:41",https://www.instagram.com/stories/megaeletronicosoficialpy/3761361959431270017,"Story do Instagram",,Total,6024,5152,20,10,13,0,5497,,,
18095730916866654,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 269.90-R$ 1,468.26 Preço sujeito a alterações  Notebook Audisat X100 15.6"" Intel Core i3-1000NGA de 1.10GHz 16GB RAM 256GB SSD - Preto",21,"11/08/2025 05:29",https://www.instagram.com/stories/megaeletronicosoficialpy/3761355722023069639,"Story do Instagram",,Total,6103,5377,20,8,7,3,5681,1,,
17962811732849553,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sabadouuuu ✨ ✨",14,"11/08/2025 04:45",https://www.instagram.com/stories/megaeletronicosoficialpy/3761333439715939377,"Story do Instagram",,Total,6592,5815,29,0,27,3,5821,1,,
17930906732996996,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/07/2025 10:14",https://www.instagram.com/stories/megaeletronicosoficialpy/3760774300916868977,"Story do Instagram",,Total,6946,5646,25,20,70,10,6461,5,62,
18182230000343119,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 104.90 - R$ 573.80 Caixa de Som Aiwa AWF210 10"" 1.000 watts P.M.P.O com Bluetooth USB FM preço sujeito a alteração",18,"11/07/2025 07:27",https://www.instagram.com/stories/megaeletronicosoficialpy/3760690311002653010,"Story do Instagram",,Total,6725,5756,18,22,19,1,6202,1,,
18303649366264394,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Aiwa AWH51BT 1.300 watts P.M.P.O com Bluetooth Auxiliar USB  U$ 159.90 - R$ 874.65 preço sujeito a alteração  O Speaker Aiwa AWH51BT entrega som potente de 1.300W P.M.P.O com Bluetooth 5.3, entradas USB e auxiliar, além da tecnologia TWS para parear outro alto-falante. Com bateria de 4.500 mAh, certificação IPX6 e alça para transporte, é ideal para festas, uso ao ar livre ou no dia a dia. Portátil, resistente e versátil, garante áudio de alta qualidade em qualquer ocasião.",0,"11/07/2025 06:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3760648019399256340,"Story do Instagram",,Total,6730,5781,14,6,13,1,6377,1,,
18047799164387880,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Aiwa AWF215BT 900 watts P.M.P.O com Bluetooth Rádio FM Auxiliar USB - Preto U$ 96.90 - R$ 530.04 preço sujeito a alteração O Speaker Aiwa AWF215BT oferece som potente de 900W P.M.P.O com alto-falantes de alta qualidade. Conta com Bluetooth 5.3, USB, entrada auxiliar e rádio FM, além de tecnologia TWS para conexão com outra caixa. Portátil e com alça de transporte, possui bateria de 6.600 mAh que garante até 3h30min de reprodução — perfeito para festas e encontros em qualquer lugar.",0,"11/07/2025 05:44",https://www.instagram.com/stories/megaeletronicosoficialpy/3760638790462415543,"Story do Instagram",,Total,6638,5852,11,1,7,1,6425,,,
17938864008089406,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 69.90 - R$ 382.35 preço sujeito a alteração  Desfrute de um som potente e completo com o Speaker Aiwa AWPOK68. Com 50W RMS e 500W P.M.P.O, ele traz Bluetooth 5.3, rádio FM, entrada auxiliar, Micro SD e função karaokê. A bateria de 6.000 mAh garante portabilidade, e a tecnologia TWS permite parear outra caixa para som estéreo. Perfeito para festas, conta com controles integrados, alça de transporte e LEDs que elevam Speaker Aiwa AWPOK68 500 watts P.M.P.O com Bluetooth Rádio FM Auxiliar Micro SD",0,"11/07/2025 05:32",https://www.instagram.com/stories/megaeletronicosoficialpy/3760632633660359723,"Story do Instagram",,Total,6984,5955,15,9,5,0,6760,,,
18071876786251456,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Speaker Aiwa AWS244BT 120 watts P.M.P.O com Bluetooth Auxiliar  U$ 67.90 - R$ 371.41 preço sujeito a alteração  O Speaker Aiwa AWS244BT tem 60W RMS de potência e Bluetooth 5.3, oferecendo som de alta qualidade. Conta com tweeters de 10W e subwoofers de 20W, além de tecnologia TWS para conexão dupla. Possui certificação IPX6, compatibilidade com assistentes de voz e bateria de 5.400 mAh com até 2h30min de uso.",0,"11/07/2025 05:26",https://www.instagram.com/stories/megaeletronicosoficialpy/3760629538322775536,"Story do Instagram",,Total,7393,6069,12,11,5,0,7054,,,
18301411846252939,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Caixa de Som Aiwa AWF206 6.5"" 500 watts P.M.P.O com Bluetooth USB FM 
 
U$ 64.90 - R$ 355.00
 
preço sujeito a alteração 
 
Olha essa novidade que acabou de chegar na loja! 🔥",21,"11/07/2025 05:21",https://www.instagram.com/stories/megaeletronicosoficialpy/3760627083061064229,"Story do Instagram",,Total,7461,6220,29,27,6,4,6870,,,
17880602310304868,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Bora Festar?  Caixas de Som nos seguintes stories 🔥 🥳",13,"11/07/2025 05:09",https://www.instagram.com/stories/megaeletronicosoficialpy/3760621090667356100,"Story do Instagram",,Total,7816,6617,23,4,13,3,7054,2,,
17880434379305107,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/06/2025 14:10",https://www.instagram.com/stories/megaeletronicosoficialpy/3760168227738584451,"Story do Instagram",,Total,7372,5638,19,2,37,0,6655,5,,
18107268700549526,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/06/2025 10:41",https://www.instagram.com/stories/megaeletronicosoficialpy/3760063060867355292,"Story do Instagram",,Total,7650,5429,24,28,30,1,6998,1,38,
18084397508476869,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/06/2025 10:40",https://www.instagram.com/stories/megaeletronicosoficialpy/3760062924888023689,"Story do Instagram",,Total,8677,5607,27,80,14,3,7450,3,44,
18053388179642274,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/06/2025 10:40",https://www.instagram.com/stories/megaeletronicosoficialpy/3760062851848449496,"Story do Instagram",,Total,7771,5873,26,25,11,1,6751,,11,
18383886646176075,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Máscara Facial VT Cosmetics Cica Daily Soothing Mask - 30 Unidades U$ 21.00 - R$ 114.24 preço sujeito a alteração",13,"11/06/2025 06:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3759940316356015336,"Story do Instagram",,Total,5646,4957,11,0,14,2,5478,,,
18093940729881441,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Máscara Facial VT Cosmetics Cica Daily Soothing Mask Cód.: 1514438 Máscara facial hidratante e calmante que refresca, equilibra e suaviza a pele, deixando-a mais saudável e vibrante.",0,"11/06/2025 06:25",https://www.instagram.com/stories/megaeletronicosoficialpy/3759934188503024064,"Story do Instagram",,Total,5600,4980,9,0,6,0,5457,,,
18179372098362642,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Sérum Facial Dr. Althea Gentle Vitamin C de 30 ml Cód.: 1503227 U$ 19.50 - R$ 106.08 preço sujeito a alteração  Sérum facial iluminador que uniformiza o tom da pele, reduz manchas e melhora a textura, deixando-a suave e radiante.",0,"11/06/2025 06:21",https://www.instagram.com/stories/megaeletronicosoficialpy/3759932616679205443,"Story do Instagram",,Total,5749,5176,13,0,10,0,5592,,,
18109460269586367,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 15.50 - R$ 84.32 preço sujeito a alteração • Esfoliante Corporal Tree Hut Jelly Bear Shea Sugar Scrub de 510 g • Esfoliante Corporal Tree Hut Electric Beach Shea Sugar Scrub de 510 g",14,"11/06/2025 06:18",https://www.instagram.com/stories/megaeletronicosoficialpy/3759930810922265381,"Story do Instagram",,Total,5880,5283,14,3,7,0,5670,,,
18049004675663357,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Esfoliante Corporal Tree Hut Jelly Bear  Esfoliante corporal que remove impurezas, hidrata e deixa a pele macia, luminosa e com um perfume doce e refrescante. Esfoliante Corporal Tree Hut Electric Beach Esfoliante corporal que hidrata, nutre e renova a pele, deixando-a macia e com um aroma fresco e tropical.",0,"11/06/2025 06:13",https://www.instagram.com/stories/megaeletronicosoficialpy/3759928311637189792,"Story do Instagram",,Total,6020,5392,16,1,9,0,5821,1,,
17864807058497889,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 21.00 - R$ 114.24 U$ 23.00 - R$ 125.12 Creme Facial Hidratante MIXSOON Bean Cream de 50 ml preço sujeito a alteração  Essência Facial MIXSOON Bifida Ferment Essence de 100 ml",20,"11/06/2025 06:06",https://www.instagram.com/stories/megaeletronicosoficialpy/3759924938938631923,"Story do Instagram",,Total,6317,5592,18,2,7,0,6074,,,
17847998673567215,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Essência facial regeneradora que fortalece, nutre e melhora a elasticidade da pele, deixando-a mais firme e saudável. Creme hidratante intenso que nutre profundamente, melhora a elasticidade e deixa a pele mais macia, firme e saudável. Cód.: 1514117 Creme Facial Hidratante MIXSOON  Cód.: 1514148 Essência Facial MIXSOON",0,"11/06/2025 05:25",https://www.instagram.com/stories/megaeletronicosoficialpy/3759903998808801378,"Story do Instagram",,Total,6664,5837,15,0,7,0,6361,,,
18059580473444876,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Confira os produtos coreanos que vão salvar a sua pele!  Pele radiante, com uma textura de porcelana?",10,"11/06/2025 05:17",https://www.instagram.com/stories/megaeletronicosoficialpy/3759900051138252124,"Story do Instagram",,Total,7496,6393,23,6,39,3,6685,3,,
18064900595381286,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/05/2025 10:25",https://www.instagram.com/stories/megaeletronicosoficialpy/3759330553658201099,"Story do Instagram",,Total,8310,6861,18,13,59,6,8015,1,,
18049439258663913,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 555.00 - R$ 3,035.85 Apple iPhone 15 A3090 Nano + eSIM 128GB 6GB RAM de 6.1"" 48+12MP 12MP - Black preço sujeito a alteração",0,"11/05/2025 09:48",https://www.instagram.com/stories/megaeletronicosoficialpy/3759311730930419845,"Story do Instagram",,Total,11004,7618,17,36,20,4,10291,2,,
17860109406537176,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Apple iPhone 17 Pro A3256 eSIM 256GB 12GB RAM de 6.3"" 48+48+48MP 18MP - Cosmic Orange U$ 1,290.00 - R$ 7,056.30 preço sujeito a alteração",0,"11/05/2025 09:39",https://www.instagram.com/stories/megaeletronicosoficialpy/3759307221902626716,"Story do Instagram",,Total,11148,7912,25,86,33,7,9976,2,,
17927697930131801,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,19,"10/21/2025 11:28",https://www.instagram.com/stories/megaeletronicosoficialpy/3748460201440778084,"Story do Instagram",,Total,4797,3954,16,14,,0,4397,1,31,
17867465715408016,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Apple iPhone 16 Pro A3293 Nano + eSIM 128GB 8GB RAM de 6.3"" 48+48+12MP 12MP - Natural Titanium U$ 1,050.00 - R$ 5,764.50 preço sujeito a alteração",0,"11/05/2025 06:22",https://www.instagram.com/stories/megaeletronicosoficialpy/3759208214459183293,"Story do Instagram",,Total,12210,8573,17,59,23,15,11461,2,,
18122890300514161,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Apple iPhone 16 A3287 Nano + eSIM 128GB 8GB RAM de 6.1"" 48+12MP 12MP - Teal U$ 655.00 - R$ 3,595.95 preço sujeito a alteração",13,"11/05/2025 06:19",https://www.instagram.com/stories/megaeletronicosoficialpy/3759206600172177535,"Story do Instagram",,Total,12185,8736,31,151,25,8,10867,5,,
18096035080763684,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Apple iPhone 15 A3090 Nano + eSIM 128GB 6GB RAM de 6.1"" 48+12MP 12MP - Green U$ 537.00 - R$ 2,948.13 preço sujeito a alteração",15,"11/05/2025 06:03",https://www.instagram.com/stories/megaeletronicosoficialpy/3759198760875395646,"Story do Instagram",,Total,12268,8834,22,108,32,11,12056,3,,
18113841922567704,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","Apple iPhone 14 A2649 eSIM 128GB 4GB RAM de 6.1"" 12+12MP 12MP - Midnight U$ 489.00 - R$ 2,684.61 preço sujeito a alteração",15,"11/05/2025 06:02",https://www.instagram.com/stories/megaeletronicosoficialpy/3759197805060667008,"Story do Instagram",,Total,13047,8960,18,58,19,4,12921,,,
17981853524916500,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","U$ 448.00 - R$ 2,459.52 preço sujeito a alteração  Apple iPhone 13 A2633 128GB 4GB RAM 
de 6.1"" 12+12MP 12MP - Starlight (Anatel)",15,"11/05/2025 05:59",https://www.instagram.com/stories/megaeletronicosoficialpy/3759196457489501222,"Story do Instagram",,Total,13121,9190,23,49,20,10,12716,2,,
18141184612445194,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial","O que estão pedindo no direct?
Linha APPLE nos próximos stories 🍎",8,"11/05/2025 05:56",https://www.instagram.com/stories/megaeletronicosoficialpy/3759195098677588519,"Story do Instagram",,Total,12529,9748,42,14,44,10,10580,6,,
18118232383534223,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/04/2025 05:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3758460649253965228,"Story do Instagram",,Total,5596,4848,16,11,58,6,5370,2,9,
17967869303825528,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/04/2025 05:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3758460601187281953,"Story do Instagram",,Total,5787,5140,16,5,12,0,5399,1,6,
17874429231440920,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/04/2025 05:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3758460541426802602,"Story do Instagram",,Total,6007,5267,17,3,12,4,5670,,,
18084666190964429,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,0,"11/04/2025 05:37",https://www.instagram.com/stories/megaeletronicosoficialpy/3758460477925054522,"Story do Instagram",,Total,6672,5709,15,8,13,3,5936,3,10,
18162100939382567,17841401563580236,megaeletronicosoficialpy,"Mega Eletrônicos | 🇧🇷 Conta Oficial",,60,"11/03/2025 08:33",https://www.instagram.com/stories/megaeletronicosoficialpy/3757824259889644269,"Story do Instagram",,Total,5154,4374,21,6,43,2,4988,4,,
